id_transaccion,id_cliente,monto,fecha,id_tienda,nombre,edad,ciudad,pais,preferencias,puntos_lealtad,gastos_mensuales,ingresos,lat,lon,segmento_cliente,PC1,PC2,PC3
1602,1076,1546.48,2023-04-25,12,Gabriela Ortiz,66,Acapulco,mx,"['Alimentos', 'Deportes', 'Hogar']",0.5363016446048937,0.8779355820767343,0.20867127420563886,25.85995,-102.010929,Premium Adulto,-0.2789630886911865,0.0679732067027582,0.21877383404345196
1603,77,3900.06,2023-04-05,15,Andrés Castillo,48,Veracruz,Mexico,"['Belleza', 'Juguetes', 'Alimentos']",0.07360609707180105,0.650544401261463,0.42865043250600005,26.541153,-106.084181,Premium Adulto,0.4016322108881054,0.2163696122712817,-0.3383610862700478
1604,1037,173.43,2024-05-09,17,Gabriela Díaz,66,León,México,['Ropa'],0.335740072202166,0.5547840329533431,0.2512971307072115,32.430202,-87.999536,Premium Adulto,-0.6899623462350304,0.2858884950540578,0.03595756273775752
1605,316,991.55,2024-05-10,17,Isabel Torres,39,Culiacán,México,"['Electrónica', 'Alimentos', 'Belleza']",0.9671079021259527,0.9934394151912959,0.5074095140235417,28.04764,-115.991068,Premium Adulto,-0.43163375284516037,0.45907191976880957,0.22419170339782435
1606,636,3888.89,2023-05-27,4,Valentina Reyes,59,Ciudad de México,México,"['Alimentos', 'Hogar']",0.2565182511030886,0.839645576715645,0.746526817428661,29.451665,-108.121287,Premium Adulto,0.4030637761828848,-0.21327994760328306,0.06526371599425462
1607,1058,3399.75,2023-05-16,7,Ricardo Flores,18,Mérida,México,"['Hogar', 'Electrónica']",0.5730044123545929,0.5810456566820128,0.10184814833264398,30.887133,-107.419998,Premium Joven,0.26072326127452483,-0.20177843079695257,-0.295110062160115
1608,1484,230.94,2024-02-01,17,Miguel Castillo,68,Puebla,Mexico,"['Alimentos', 'Deportes']",0.42077817890092256,0.003687195224645074,0.048410409738519886,15.231645,-108.168536,Regular Adulto,-0.6657857027476529,0.2053467617788104,0.026400106126322376
1609,238,70.34,2023-02-15,20,Pedro González,67,Ciudad de México,MEX,"['Alimentos', 'Deportes', 'Electrónica']",0.961692739671079,0.3024322889280008,0.8739672801608681,22.485962,-92.719418,Regular Adulto,-0.7201629022080744,0.577133660856552,0.607936048775434
1610,179,1699.78,2023-02-17,4,Luis Morales,20,Veracruz,Mexico,"['Juguetes', 'Alimentos']",0.6598475732049739,0.6328746623606535,0.13731643151533152,16.975801,-97.974557,Premium Joven,-0.20645516113988638,-0.4643993839376304,-0.1258139895829955
1611,1067,3842.59,2023-11-16,1,Isabel Ortiz,31,Veracruz,MEX,"['Belleza', 'Deportes', 'Electrónica']",0.5178499799438427,0.0025686945811857938,0.2805032884505386,29.914952,-99.778064,Regular Adulto,0.37396796541936794,-0.5040650798326584,-0.12193333107814919
1612,1183,3804.54,2024-10-16,7,María Cruz,70,León,MEX,"['Hogar', 'Alimentos', 'Deportes']",0.1305655836341757,0.6315671736774373,0.4331157860182725,32.677064,-109.374537,Premium Adulto,0.3622216537758487,-0.10497763240937774,-0.012366484123902732
1613,658,1042.75,2023-10-21,9,Isabel Moreno,63,Mérida,Mex,['Belleza'],0.8698355395106298,0.5230687543631167,0.09177693051150841,31.473165,-101.543245,Premium Adulto,-0.4414511817949549,-0.04854766268913968,0.41489120114347733
1614,1091,1629.79,2024-03-27,4,Verónica Castillo,45,Ciudad de México,Mexico,"['Alimentos', 'Belleza']",0.17228239069394305,0.31883310813329957,1.0,28.08357,-108.072607,Regular Adulto,-0.24341899861678162,-0.22034214448582362,-0.15118546982623804
1615,559,789.14,2023-10-08,4,Eduardo Vargas,39,Cancún,mx,['Hogar'],0.7912154031287605,0.9713136725775784,0.559781262315747,29.765839,-94.968526,Premium Adulto,-0.48206865867194704,-0.27006588063355275,0.2586795493825844
1616,32,4793.58,2024-07-27,17,Fernando Morales,47,Monterrey,MEXICO,"['Electrónica', 'Juguetes', 'Alimentos']",0.47894103489771356,0.5902340751863846,0.7490062932424201,25.942536,-111.199892,Premium Adulto,0.6515812632939602,0.4416011532720767,-0.007313060501469515
1617,210,1072.56,2023-12-25,18,Gabriela Castillo,55,Puebla,Mex,['Ropa'],0.8301243481748897,0.8645110030893759,0.5232443178456686,22.310789,-99.368472,Premium Adulto,-0.41255316575044887,0.4181790923023838,0.34577078528623906
1618,653,1391.71,2024-12-22,10,Luis González,60,Acapulco,México,"['Juguetes', 'Alimentos']",0.13297232250300842,0.2557561000068139,0.9555485249282407,18.501593,-97.778661,Regular Adulto,-0.3133441693753296,-0.013934207866407977,-0.024742285176348355
1619,1176,1261.88,2023-03-14,10,Andrés García,21,Oaxaca,mx,"['Hogar', 'Ropa']",0.04392298435619735,0.20170680626926038,0.9156440019749267,23.692571,-103.994788,Regular Joven,-0.3390525957846932,-0.022707473923493593,-0.5646519862020363
1620,1256,4466.6,2024-07-07,15,José Gutiérrez,53,Hermosillo,MEX,['Juguetes'],0.9107501002807862,0.6008842583247946,0.9683115619081681,19.069479,-103.497907,Premium Adulto,0.5598049073908009,0.3661079461666459,0.48492841541752196
1621,104,693.87,2024-04-27,2,Andrés García,59,Culiacán,méxico,"['Hogar', 'Belleza']",0.9452466907340553,0.791310921323122,0.2290046853091659,20.745433,-115.714941,Premium Adulto,-0.5111547784345236,-0.38652471705625463,0.4976283832405215
1622,217,1948.82,2023-03-30,14,Gabriela López,34,Mérida,Mex,['Ropa'],0.04372242278379462,0.9468763619673783,0.2607653735580184,24.004541,-111.070881,Premium Adulto,-0.13767454749349717,0.11123825275005961,-0.5422709157587721
1623,803,935.97,2024-09-02,19,José Díaz,59,Chihuahua,MEXICO,"['Alimentos', 'Electrónica']",0.39931809065383067,0.5673575229453336,0.2766585384127108,27.626224,-91.442617,Premium Adulto,-0.4645906835248035,0.37609277646607997,0.0006485050934191827
1624,1290,4189.06,2024-12-17,15,Patricia Mendoza,36,León,Mex,"['Juguetes', 'Deportes']",0.2198154833533895,0.7043442822118543,0.06405503939503247,27.464628,-106.906394,Premium Adulto,0.48452090606435894,0.15852782362301043,-0.42015188890580224
1625,1263,1810.34,2023-12-07,7,Isabel Ortiz,51,Querétaro,mx,"['Juguetes', 'Ropa']",0.0826313678299238,0.45642797177264355,0.8093426531139082,25.818471,-92.063032,Regular Adulto,-0.1931668614696453,-0.1762757487619201,-0.14718205985463795
1626,1461,3804.09,2024-06-30,3,Andrés Vargas,64,Veracruz,MEX,['Deportes'],0.17007621339751303,0.24735963138332814,0.011263946383706036,24.087608,-106.360949,Regular Adulto,0.3649533570720509,-0.46680431986181997,-0.08644246848461035
1627,954,2860.56,2023-04-06,15,Valentina Pérez,55,Ciudad de México,mx,['Juguetes'],0.14199759326113118,0.2557753845006666,0.05500694255898837,16.119109,-95.932551,Regular Adulto,0.09977287986115513,0.04170472534493541,-0.24991022071802915
1628,200,2305.14,2024-12-01,15,Andrés Morales,20,Guadalajara,Mexico,['Ropa'],0.9975932611311672,0.8250639280971218,0.10024328671172707,15.916562,-106.522788,Premium Joven,-0.04053003874992722,0.15125462865406547,0.03432601717277495
1629,964,1196.89,2023-08-18,5,Patricia Flores,64,Cancún,Mex,['Juguetes'],0.01263537906137184,0.18651191074621992,0.9559614592822288,22.766378,-114.033879,Regular Adulto,-0.3694487556668971,-0.19325340976122668,-0.10010031342118653
1630,1264,1327.36,2024-01-08,13,Verónica Ramírez,55,Oaxaca,Mex,"['Alimentos', 'Deportes', 'Electrónica']",0.28078620136381865,0.38799244562094143,0.8626826336397533,17.205165,-109.66138,Regular Adulto,-0.3280931544698423,0.16559652072510656,-0.032260087461800424
1631,376,3513.09,2024-11-12,11,Miguel Ruiz,46,Puebla,Mex,['Electrónica'],0.1036903329322102,0.47893811863049246,0.21622936179606678,21.625547,-89.05851,Regular Adulto,0.29239396653031824,-0.12318351371258962,-0.29170680886265676
1632,666,2293.75,2023-01-31,3,Carlos Torres,64,León,MEX,"['Deportes', 'Hogar', 'Juguetes']",0.2707581227436823,0.6622218051057626,0.03605055801560737,21.821793,-97.03196,Premium Adulto,-0.05578026157549798,-0.49645717034118747,0.04564287484718299
1633,974,608.79,2024-05-05,15,Gabriela Sánchez,39,Culiacán,MEX,"['Electrónica', 'Alimentos', 'Hogar']",0.15784195748094665,0.1783404278843496,0.3895720453592095,22.28943,-106.776597,Regular Adulto,-0.5416024454600309,0.15587030331436436,-0.4195952400086156
1634,350,1447.17,2023-12-23,20,Roberto Torres,66,Mérida,Mex,['Alimentos'],0.8301243481748897,0.494807971438379,0.7232521171232472,31.409519,-111.139286,Regular Adulto,-0.3295388088503219,0.6646621063828093,0.4118956092556405
1635,1177,680.6,2023-04-16,13,Jorge Flores,60,Puebla,méxico,"['Electrónica', 'Alimentos', 'Hogar']",0.9500601684717208,0.8137105037495485,0.5468560965176625,21.421521,-103.631923,Premium Adulto,-0.5238862282986528,0.1955791776179654,0.5202428424352636
1636,1463,3993.95,2023-11-30,18,Laura Rodríguez,42,Acapulco,México,"['Electrónica', 'Deportes', 'Belleza']",0.3415563578018451,0.4457340771148341,0.37228662932718015,25.867629,-114.834804,Regular Adulto,0.4211381341625944,0.4018285914655939,-0.26724182630631593
1637,1331,401.07,2023-11-06,18,Luis Vargas,44,Ciudad de México,MEXICO,"['Juguetes', 'Belleza']",0.9239871640593662,0.42637501655252397,0.5954434590437098,19.408199,-88.23595,Regular Adulto,-0.6092595805921469,0.35978840121410194,0.3214004534610655
1638,945,2034.04,2024-02-28,8,Verónica Cruz,70,Oaxaca,mx,['Alimentos'],0.9231849177697553,0.785789127916619,0.013628836920711665,27.215914,-113.363122,Premium Adulto,-0.14839056947840046,-0.07598156089734132,0.5197200433120193
1639,1272,1256.27,2023-06-12,16,Roberto Hernández,18,Mérida,MEXICO,"['Alimentos', 'Hogar']",0.3200962695547533,0.1763901227393752,0.6646870212675883,25.38182,-92.468846,Regular Joven,-0.35508672019186455,0.22796251480957774,-0.44185651754554905
1640,787,377.0,2023-08-02,19,Verónica Ruiz,70,Guadalajara,México,"['Hogar', 'Deportes', 'Electrónica']",0.19093461692739672,0.024577444598863244,0.6066530508730583,31.595094,-110.40349,Regular Adulto,-0.6386652094457682,0.5076413361922731,-0.08532918461641437
1641,883,3932.35,2024-03-21,19,María García,33,Puebla,mx,"['Alimentos', 'Ropa']",0.25190533493782585,0.35320321871058735,0.3812578017816275,26.923875,-108.101052,Regular Adulto,0.4035197193508915,0.41483125381197317,-0.42892643870338015
1642,701,2745.41,2023-08-30,6,Pedro García,69,Oaxaca,MEX,"['Juguetes', 'Belleza', 'Ropa']",0.6712795828319293,0.029906393066838777,0.7610652584518995,15.027678,-104.833974,Regular Adulto,0.06197723573262859,-0.1799686284345181,0.4693705372193733
1643,1358,3364.55,2024-12-29,19,Laura Pérez,52,Mérida,Mexico,"['Belleza', 'Hogar']",0.07340553549939832,0.9350318258430217,0.4748794484094482,21.259361,-88.705361,Premium Adulto,0.25533500834611,0.340658132792266,-0.23868446304653457
1644,997,615.9,2024-09-02,15,Daniela Pérez,60,Acapulco,MEX,"['Hogar', 'Juguetes']",0.037304452466907334,0.0485519273565973,0.9778794325170845,23.705194,-107.654603,Regular Adulto,-0.5472583033015369,0.2917791274518444,-0.1922557419551475
1645,667,2797.68,2024-03-31,6,Ricardo Martínez,35,Hermosillo,MEX,['Electrónica'],0.29643000401123143,0.20106398980750217,0.6537972799485248,19.316155,-86.746169,Regular Adulto,0.0929828796695733,-0.31295590978442994,-0.15642788119335738
1646,631,4781.62,2023-03-13,20,Patricia Rivera,47,Oaxaca,méxico,"['Hogar', 'Juguetes', 'Ropa']",0.5174488567990373,0.8484547335075795,0.674882439913177,25.913234,-108.355295,Premium Adulto,0.6506306058330174,0.5781298231882472,0.01042484409133293
1647,223,3443.27,2024-09-02,13,Patricia Jiménez,47,Puebla,México,"['Deportes', 'Electrónica', 'Hogar']",0.05876454071399919,0.3219173415168155,0.9069821296381496,28.199713,-98.579526,Regular Adulto,0.2657113709019737,0.18199297970461747,-0.26326235423651845
1648,671,2496.76,2024-11-07,2,Isabel Ruiz,70,Hermosillo,méxico,"['Belleza', 'Alimentos', 'Deportes']",0.4217809867629362,0.1655008118771912,0.6229803844162422,23.59346,-94.156952,Regular Adulto,-0.012685522729442567,-0.41600041544920746,0.31714192376187134
1649,186,1127.18,2023-05-23,19,Verónica Torres,56,León,mx,"['Ropa', 'Belleza']",0.16265543521861212,0.4287572943597998,0.27534614970098986,24.355257,-101.29159,Regular Adulto,-0.4025702618825605,0.3573412527473008,-0.2485037782185887
1650,1303,4058.7,2023-05-31,5,Andrés Reyes,60,Puebla,Mexico,['Juguetes'],0.14600882470918572,0.45886167489686014,0.7512216085929876,17.599065,-93.751386,Regular Adulto,0.4555515246064057,-0.3071207581715137,0.03062816789105527
1651,928,2679.72,2024-02-04,20,María Morales,59,León,Mexico,"['Belleza', 'Ropa']",0.7023666265543522,0.2886207344306639,0.09110357507398965,22.646307,-109.921038,Regular Adulto,0.028400347532055115,0.45875585584276135,0.1411001810372834
1652,1184,2263.44,2023-07-30,11,Eduardo Mendoza,32,Querétaro,Mex,['Ropa'],0.15403128760529483,0.0593473870153646,0.951596401274434,16.282168,-104.573722,Regular Adulto,-0.05427287490882948,0.01576750614629152,-0.34921794010473933
1653,614,2872.87,2024-11-26,10,Isabel Flores,25,Veracruz,México,"['Juguetes', 'Belleza', 'Deportes']",0.3636181307661452,0.8337560922930164,0.5766289038288978,24.187037,-114.622889,Premium Joven,0.1280135785127401,0.012756423548426432,-0.3193454555672982
1654,891,3603.07,2023-12-19,3,Mónica Torres,20,Monterrey,méxico,['Ropa'],0.318090653830726,0.3464215050390383,0.3703452235367774,18.685816,-106.526487,Regular Joven,0.336889163469543,-0.4626751048351618,-0.37923691629485917
1655,1194,90.19,2024-06-06,13,José Ramírez,47,Veracruz,méxico,"['Alimentos', 'Juguetes']",0.10629763337344565,0.16929600026741165,0.9199058263942242,30.267865,-95.971991,Regular Adulto,-0.6988333468191114,0.1738168271919749,-0.2482207165347705
1656,262,4269.9,2023-03-05,12,Pedro Chávez,65,Ciudad de México,méxico,['Alimentos'],0.2789811472121941,0.4050013691990636,0.6809553260318384,22.64116,-108.716442,Regular Adulto,0.5000034838046621,0.13742634995719516,0.06318863052305423
1657,1125,4841.1,2023-01-01,18,Isabel Morales,50,Chihuahua,MEXICO,['Hogar'],0.1081026875250702,0.12426670712124933,0.858820388647083,21.743909,-112.486413,Regular Adulto,0.6638342389089764,0.4433809581447308,-0.2741444421314721
1658,736,593.01,2023-10-16,1,Verónica Ruiz,55,Guadalajara,México,"['Hogar', 'Belleza', 'Electrónica']",0.48054552747693535,0.1995983682746935,0.47372357944639276,21.244134,-107.079279,Regular Adulto,-0.5447824532497546,-0.4853161884546341,0.13381026614988278
1659,482,2186.99,2024-08-27,13,Sergio Moreno,36,Chihuahua,México,"['Ropa', 'Electrónica']",0.39630966706778975,0.07757766187082733,0.2198831363726388,26.776114,-92.339465,Regular Adulto,-0.1040120447839995,0.02884554899275027,-0.2410111432901776
1660,1281,1624.73,2024-01-27,13,Andrés Rivera,59,Tijuana,mx,"['Alimentos', 'Ropa', 'Belleza']",0.5310870437224228,0.21044911014917198,0.2256499275561965,25.710568,-113.028454,Regular Adulto,-0.2687858158492546,0.13655977007135545,0.05946895907794392
1661,782,2204.19,2023-08-05,6,Daniela Pérez,33,Cancún,Mex,['Hogar'],0.9653028479743281,0.21058795850491177,0.8901120518470331,19.732908,-101.913143,Regular Adulto,-0.08230551764832073,-0.14140247346110135,0.33110167315436234
1662,973,738.39,2024-07-22,13,Gabriela Reyes,58,Acapulco,mx,"['Hogar', 'Alimentos']",0.5617729643000401,0.25608779330108117,0.39778839731923865,22.463793,-103.608081,Regular Adulto,-0.5166667822533904,0.11547974987650933,0.13600059878517567
1663,738,4207.82,2023-06-07,10,María Vargas,57,Acapulco,mx,['Belleza'],0.6883273164861613,0.03426211741171238,0.5759933428358093,32.036022,-101.363339,Regular Adulto,0.45750761528123784,0.0786963130626277,0.2734864947835933
1664,1373,671.47,2023-01-12,3,Roberto Cruz,25,Oaxaca,Mexico,"['Deportes', 'Juguetes']",0.16646610509426393,0.22161483208991203,0.017154270645348815,30.114339,-100.514562,Regular Joven,-0.5210981961361175,-0.5082980075191589,-0.5311378326516132
1665,1328,127.75,2024-05-13,14,Fernando Díaz,35,Cancún,MEXICO,"['Ropa', 'Juguetes']",0.7858002406738869,0.5768840629085902,0.8613202974997038,17.343149,-90.794604,Premium Adulto,-0.6690363069118888,0.18228544877712805,0.19543105536736427
1666,279,469.08,2024-10-19,14,Patricia Sánchez,21,Veracruz,méxico,['Belleza'],0.43882872041716803,0.9236449750394368,0.6298557681199988,15.567383,-114.052224,Premium Joven,-0.5469989812160635,0.16119867808433996,-0.31698755157949143
1667,934,4473.23,2024-12-13,20,José Rodríguez,33,Ciudad de México,México,"['Juguetes', 'Alimentos', 'Hogar']",0.829121540312876,0.8630466671894907,0.3487986508318183,25.182996,-105.93073,Premium Adulto,0.5621698308960812,0.5181316510134313,0.049689532746237774
1668,872,3135.08,2024-04-10,17,Laura Chávez,63,Oaxaca,Mex,['Juguetes'],0.17188126754913757,0.76252945706436,0.03064141178676509,15.204325,-93.399369,Premium Adulto,0.1857433868835694,0.14797205821716763,-0.11723860869775637
1669,869,2782.65,2024-04-05,13,Valentina Díaz,18,Monterrey,México,"['Hogar', 'Belleza', 'Electrónica']",0.5814279983955074,0.19588417475865455,0.5591344831836759,19.579711,-115.422838,Regular Joven,0.08951089007384738,0.13564255879096576,-0.2850634612334421
1670,728,1167.42,2024-03-10,20,Verónica Sánchez,48,Veracruz,Mexico,"['Electrónica', 'Juguetes', 'Hogar']",0.09987966305655836,0.7107943025891361,0.8748887701487459,30.747273,-98.864699,Premium Adulto,-0.38423229027327976,0.5491000662331698,-0.2767441810664001
1671,16,2910.8,2023-08-31,17,Luis Ortiz,38,Puebla,Mex,"['Belleza', 'Juguetes']",0.005816285599679101,0.24047892397666834,0.9261819745073134,15.654529,-112.913699,Regular Adulto,0.13195941795571176,0.3362070982316008,-0.46034534432232593
1672,552,2083.65,2024-07-13,19,Miguel Vargas,54,Puebla,MEXICO,"['Electrónica', 'Belleza']",0.47172081829121537,0.17233009396691037,0.7060639249624026,26.095217,-90.057761,Regular Adulto,-0.14074426002654217,0.44558852692828066,0.06760577732856432
1673,752,215.64,2023-02-08,19,Sofía Díaz,31,Tijuana,Mexico,"['Deportes', 'Alimentos', 'Electrónica']",0.6333734456478138,0.6754908225093754,0.0637331856456433,23.867197,-102.14503,Premium Adulto,-0.6539779987606258,0.34013272432444674,-0.1876463775638132
1674,990,3539.17,2023-04-26,19,Roberto Jiménez,38,León,Mexico,['Electrónica'],0.37364620938628157,0.705424213867608,0.4477355585491367,20.228936,-111.556915,Premium Adulto,0.30558636103789394,0.4217675077972458,-0.24711205932800806
1675,987,4810.6,2023-03-23,5,Valentina Chávez,31,Tijuana,mx,"['Alimentos', 'Hogar', 'Juguetes']",0.6766947452868031,0.8561749592132955,0.5285248561240288,31.576595,-93.654772,Premium Adulto,0.6646377477909122,-0.22274031157467095,0.08541666062082687
1676,1496,3669.9,2023-10-14,15,Andrés Moreno,34,Oaxaca,Mexico,['Juguetes'],0.9508624147613317,0.15321273239422134,0.7492958280675968,24.698368,-91.47278,Regular Adulto,0.3181553890163027,0.2862752222499687,0.264704096056104
1677,1059,437.26,2024-09-16,3,Luis Ruiz,30,Guadalajara,Mexico,['Electrónica'],0.41576413959085434,0.7617812187028735,0.18685680165782725,32.387775,-112.082252,Premium Adulto,-0.5804481072953267,-0.3757466005890396,-0.26333915665797214
1678,503,2388.64,2024-11-10,3,Luis Castillo,21,Chihuahua,Mex,"['Belleza', 'Deportes', 'Ropa']",0.11993582029683113,0.39357337814192617,0.3131496754819426,30.400725,-98.548145,Regular Joven,-0.0225778255107546,-0.45224243457206204,-0.5340826782367578
1679,1401,3186.75,2024-08-16,10,Valentina Chávez,24,León,méxico,['Alimentos'],0.06879261933413558,0.95625119724566,0.12488286059338881,15.598288,-108.311646,Premium Joven,0.23234448716631406,-0.1834234552450602,-0.5927193418002276
1680,1256,311.23,2023-12-18,18,José Gutiérrez,53,Hermosillo,MEX,['Juguetes'],0.9107501002807862,0.6008842583247946,0.9683115619081681,19.069479,-103.497907,Premium Adulto,-0.6285379835336068,0.4965604783251798,0.43741238571685614
1681,23,2370.9,2024-06-08,16,José Reyes,60,Oaxaca,MEX,"['Juguetes', 'Alimentos']",0.5116325711993582,0.756024154471367,0.21958278405630005,22.75835,-116.149981,Premium Adulto,-0.04046589913816079,0.29328993021976735,0.06306213453223442
1682,1176,3682.38,2024-03-07,12,Andrés García,21,Oaxaca,mx,"['Hogar', 'Ropa']",0.04392298435619735,0.20170680626926038,0.9156440019749267,23.692571,-103.994788,Regular Joven,0.350208667984228,0.09043321259234238,-0.5661953746494626
1683,604,1481.58,2023-02-06,20,Miguel Morales,69,Veracruz,Mex,['Alimentos'],0.3632170076213397,0.2971174824221839,0.8755895031873537,21.021553,-101.036953,Regular Adulto,-0.3055493787867862,0.5397943698445626,0.1493193225538001
1684,623,3648.51,2024-07-31,9,Claudia Cruz,67,Chihuahua,MEXICO,"['Ropa', 'Electrónica', 'Hogar']",0.24548736462093862,0.21989336960532355,0.7913005468976303,29.351093,-106.738353,Regular Adulto,0.31197231810203774,0.03552546211350216,0.08059638049791074
1685,126,3165.04,2024-08-15,6,Eduardo Jiménez,50,Chihuahua,Mex,['Alimentos'],0.7563176895306859,0.7332401678008093,0.411582568240674,26.716107,-91.001618,Premium Adulto,0.18635629966427025,-0.2164742755634836,0.3297275958509973
1686,1174,305.52,2023-10-26,20,Carlos Vargas,43,Monterrey,MEX,['Belleza'],0.9504612916165263,0.2495207803277593,0.7328377497855532,31.088135,-106.139864,Regular Adulto,-0.6535673168520022,0.623126346606989,0.24900287462334103
1687,56,1469.74,2023-03-26,5,Ana Ramos,37,Monterrey,Mex,"['Electrónica', 'Alimentos', 'Ropa']",0.48335338949057355,0.5109015243749575,0.11218432791261283,21.721435,-100.931326,Premium Adulto,-0.28643778619031784,-0.3820707331069151,-0.1148638570057201
1688,1036,430.47,2023-10-12,9,Ricardo Ruiz,19,Guadalajara,Mexico,['Deportes'],0.2496991576413959,0.7904688317582187,0.44988610250200556,20.07691,-114.816917,Premium Joven,-0.5605523539499577,-0.12128844996278731,-0.49771981082223643
1689,272,3098.2,2023-10-09,9,Roberto Jiménez,28,Mérida,mx,"['Deportes', 'Electrónica']",0.847573204973927,0.9263756593689857,0.23742683669982112,15.775636,-107.968473,Premium Joven,0.19341575589848858,-0.12172460694147336,0.0828324552393459
1690,30,3720.07,2024-09-10,6,Alejandro Martínez,37,Hermosillo,MEX,['Belleza'],0.4773365423184917,0.6501432837893258,0.05658402593099536,21.221212,-92.296331,Premium Adulto,0.3574366116584211,-0.3622245476192656,-0.08750470440441249
1691,1212,3707.89,2024-11-05,15,Alejandro Sánchez,66,Veracruz,mx,['Ropa'],0.5858403529883675,0.23911486744481744,0.36659596122957744,27.977049,-90.27285,Regular Adulto,0.31547409992162856,0.22563337245250592,0.2696265360576573
1692,758,4048.81,2023-09-25,8,José Chávez,54,Guadalajara,MEXICO,"['Alimentos', 'Belleza', 'Electrónica']",0.5569594865623747,0.4081036014435087,0.6276726381443702,18.78487,-107.475395,Regular Adulto,0.4448627595632271,-0.08681384651864876,0.19027416865677815
1693,994,945.01,2024-06-24,2,Gabriela Rodríguez,29,Veracruz,MEXICO,['Electrónica'],0.02446851183313277,0.6197792054017153,0.19994770210445606,26.118411,-112.582411,Premium Joven,-0.4233127606655057,-0.5075012973527093,-0.5632917835744075
1694,703,4921.15,2023-05-29,20,Laura Gutiérrez,29,Tijuana,Mex,"['Electrónica', 'Ropa']",0.9344163658243081,0.10820786627360583,0.1872141795139955,22.903317,-106.036968,Regular Joven,0.6729610313936771,0.46484457098400234,0.021763830279850294
1695,316,4196.19,2024-02-27,13,Isabel Torres,39,Culiacán,México,"['Electrónica', 'Alimentos', 'Belleza']",0.9671079021259527,0.9934394151912959,0.5074095140235417,28.04764,-115.991068,Premium Adulto,0.4861480519778809,0.2733575735429046,0.2739860249309103
1696,488,3320.3,2024-10-14,6,Verónica Díaz,49,Acapulco,Mex,['Electrónica'],0.4163658243080625,0.32962856779206695,0.33951417178149257,20.987442,-99.346058,Regular Adulto,0.23465358980098516,-0.2854677663126293,0.003788234352862241
1697,432,2909.9,2023-12-20,2,Fernando Jiménez,56,Chihuahua,mx,['Hogar'],0.29743281187324505,0.7282634827538772,0.5514329636733957,18.024201,-109.874811,Premium Adulto,0.1365628962615537,-0.42650737183663706,0.05003977734530174
1698,1316,1358.76,2023-04-29,2,Luis Morales,50,Veracruz,mx,"['Juguetes', 'Alimentos']",0.6891295627757722,0.017880582700266257,0.06374987930484398,22.408971,-100.531305,Regular Adulto,-0.3384235050523772,-0.5136679334975327,0.17382768167951912
1699,344,2346.87,2024-05-02,10,Fernando Reyes,66,Querétaro,mx,"['Hogar', 'Alimentos', 'Deportes']",0.5072202166064982,0.5952956120062688,0.8095619410211685,29.348894,-88.699346,Premium Adulto,-0.05746781473060514,0.05619597639117657,0.3400205442926447
1700,976,3743.45,2024-06-29,8,Isabel Martínez,59,Guadalajara,mx,"['Juguetes', 'Ropa']",0.407942238267148,0.5690982699237749,0.43667834644097203,23.100405,-91.117789,Premium Adulto,0.3522568739662437,-0.1626670304930241,0.14727355068562964
1701,778,3433.37,2024-02-04,16,Ana Castillo,47,Ciudad de México,méxico,"['Alimentos', 'Hogar', 'Electrónica']",0.1807059767348576,0.8193171489290035,0.3408684949651256,27.241293,-98.179068,Premium Adulto,0.26772618366197243,0.2385426375445735,-0.2583769963343563
1702,538,768.49,2024-03-21,1,Ricardo Cruz,66,Puebla,méxico,['Hogar'],0.7406738868832732,0.08786915342357621,0.2666568997631237,14.996907,-108.281939,Regular Adulto,-0.4999216399519478,-0.5223783541364779,0.4240618778104386
1703,592,4639.75,2024-04-04,13,José Reyes,21,Hermosillo,Mexico,['Electrónica'],0.08584035298836742,0.14814862430849018,0.8528596839182501,14.785743,-112.647271,Regular Joven,0.6329979777962491,0.10960224305886379,-0.5599972238076514
1704,1390,1612.66,2024-06-26,2,Valentina Gutiérrez,39,Oaxaca,MEXICO,"['Juguetes', 'Electrónica', 'Deportes']",0.4791415964701163,0.7625603122545245,0.5376059396306534,22.623553,-95.62597,Premium Adulto,-0.236530226999765,-0.45424789473032523,0.03212213715240064
1705,200,4592.68,2024-10-14,12,Andrés Morales,20,Guadalajara,Mexico,['Ropa'],0.9975932611311672,0.8250639280971218,0.10024328671172707,15.916562,-106.522788,Premium Joven,0.6147159051182327,0.011384286392343124,0.0709986890918809
1706,885,3071.9,2024-10-29,9,Pedro Ramírez,24,Acapulco,México,['Deportes'],0.042318491776975525,0.6399803555289286,0.027120118089609693,14.710761,-113.985193,Premium Joven,0.19418257909124748,-0.24952276748457825,-0.6579865772368314
1707,687,1388.11,2023-04-11,9,Verónica Vargas,40,Veracruz,Mexico,"['Belleza', 'Alimentos']",0.8493782591255515,0.44380562772955945,0.7419244423616693,21.507198,-109.217798,Regular Adulto,-0.315264201538428,0.01378105160790366,0.2512453115644333
1708,1341,2941.68,2024-04-17,8,Andrés Vargas,44,Culiacán,mx,['Alimentos'],0.31789009225832326,0.8773454765648402,0.3683313004908069,31.696982,-107.561438,Premium Adulto,0.1302436251553104,-0.08766006212144484,-0.15544810742383453
1709,1377,2964.19,2023-07-19,17,Elena Reyes,35,Culiacán,México,"['Electrónica', 'Belleza', 'Deportes']",0.8285198555956679,0.6167322553729814,0.4513906686184448,22.985701,-110.06118,Premium Adulto,0.13110355158130094,0.37642676480129755,0.08057102803252492
